31253; 39428; 47519; 64860; 62248; 66582; 68855; 67949; 1070449; 1072306; 1073991; 1074597; 1075593; 1078343; 1080386; 1077850; 1080069; 1080501; 1083554; 1086451; 1086099; 1089070; 1088533; 1092282; 1095184; 1097077; 1095052; 1098384; 1099200; 1100646; 1101851; 1097735;
348762; 42480; 49516; 65410; 65341; 68781; 71832; 69530; 1071216; 1076741; 1078161; 1080328; 1080341; 1081291; 1082159; 1083880; 1085047; 1085231; 1089393; 1090059; 1093038; 1090236; 1096349; 1095922; 1096656; 1098812; 1099506; 1103396; 1105724; 1105938; 1109166; 1107933;
2394792; 63801; 81428; 95160; 98828; 104417; 111087; 109458; 1112372; 1114891; 1121425; 1123962; 1122593; 1126951; 1128479; 1131532; 1132660; 1135737; 1141509; 1146812; 1147056; 1150494; 1152567; 1154845; 1155232; 1162512; 1167442; 1171431; 1168928; 1171228; 1172603; 1177191;
7973621; 79451; 104213; 123719; 132343; 133923; 143286; 147191; 1143390; 1152298; 1162246; 1171313; 1172525; 1173226; 1174518; 1179308; 1178646; 1183826; 1198502; 1204468; 1205107; 1209234; 1214706; 1213421; 1214213; 1225451; 1236850; 1242932; 1243821; 1247259; 1250610; 1251387;
19449076; 103141; 140111; 160549; 169988; 174517; 181588; 187084; 1182781; 1192254; 1203832; 1220423; 1219965; 1225898; 1225082; 1226681; 1229113; 1240764; 1252063; 1262961; 1264591; 1270665; 1271706; 1276821; 1280458; 1292885; 1303514; 1312518; 1316739; 1316781; 1317179; 1323429;
154788934; 228155; 344482; 390984; 421868; 441995; 439590; 446259; 1432429; 1446718; 1502642; 1533188; 1546030; 1549846; 1553021; 1545714; 1537682; 1559812; 1605481; 1633164; 1647941; 1658961; 1652564; 1659575; 1651485; 1691054; 1732004; 1749744; 1759493; 1764508; 1766979; 1769373;
523214754; 418227; 641213; 752831; 784490; 812867; 823555; 820827; 1795498; 1825532; 1953984; 2012312; 2018570; 2027369; 2029971; 2019640; 2019043; 2054821; 2144585; 2204932; 2219853; 2245499; 2238236; 2255619; 2235757; 2324555; 2450090; 2448091; 2469128; 2461045; 2478544; 2467541;
0; 671390; 1026949; 1246527; 1262959; 1345339; 1334903; 1342887; 2347548; 2282434; 2516828; 2622626; 2673242; 2721982; 2721757; 2682318; 2676126; 2731404; 2913698; 3012850; 3023800; 3039245; 3051313; 3052489; 3053512; 3207722; 3450023; 3475632; 3442556; 3471901; 3459749; 3478832;
